id,date_flown,route,traveller_type,author,date_of_review,overall_rating,aircraft,cabin_flown,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,seat_comfort,value_for_money,wifi_and_connectivity,review_verified,review_title,review_text
60,June 2022,Dubai to Delhi,Family Leisure,Richa Khare,7th June 2022,2,na,4,5,1,4,3,Economy Class,3,4,Trip Verified,antagonistic experience in both journeys," It was a round trip with Emirates from Delhi to Dubai and antagonistic experience in both journeys. Ground staff at Dubai was very rude and unhelpful whereas in India the check in was way easier despite of huge rush. We were stuck and struggling for self check in (which we were guided again and again by the limited staff available) and finally after half an hour when our check in baggage got stuck on the belt and we again have to helplessly ask for help for which the lady at the counter replied us to wait for 2-3 minutes. After 10 minutes when nobody turned up my husband reminded the same lady at the counter that we need help to which she replied I am on some other report and we should proceed towards manual counter. We were shocked! My husband reminded her that our baggage is stuck to which she responded with irritation and called some technical staff to provide our baggage. Then we proceeded towards manual counter where again with technical glitches our check in was done in half an hour when all our documents were properly in place. In short more than an hour to check in at Dubai airport with Emirates without rush whereas in India within an hour we were done with check in, security and immigration! My suggestion to the passengers travelling from Emirates please don't expect soft spoken and helpful staff specially at Dubai airport and have spare time in hand to bear with the glitches."
61,June 2022,Sydney to Paris via Dubai,Business,Yonico Martatino,7th June 2022,1,na,3,3,1,3,3,Economy Class,1,1,Trip Verified,expenses again and again," There was no email communication or phone call until this email response about my lost baggage from 21 May flight (EK 0071). Even the Emirates bag tracker website I was told to check has no record the bag arrived. Once I figured out about my bag, and Paris Airport staff said your bag is still in Sydney. Rubbish, expenses again and again, after 1 week  the Paris Emirates staff email me: Sir your bag is here in Paris. I was not in Paris already. I was in Amsterdam. I collected my bag prior my home flight from Paris to Sydney EK 074 - 4 June 2022."
62,June 2022,Dubai to London Heathrow,Couple Leisure,M Samuels,7th June 2022,4,A380,2,1,3,5,5,Premium Economy,1,na,Not Verified,offerings from Emirates fall severely short," Having upgraded to Premium Economy on arrival at the airport there was no designated check-in. No Priority boarding, No pre fight drinks offered, no enhanced meal service, no separation of section resulting in long queues for the bathroom from others in Economy. On arrival into UK no priority baggage collection. As a frequent traveller of this service with other airlines the offerings from Emirates fall severely short. Its a shame as the seat was comfortable and if all the missing elements were there would convert me to continue to use Emirates airlines for all my travelling requirements. I hope that these offerings will be addressed in the very near future as I felt a little cheated by paying for the upgrade with no real enhancement of service apart from a seat!"
63,May 2022,Houston to Tbilisi via Dubai,Family Leisure,M Nelson,6th June 2022,1,Boeing 777,1,1,1,2,1,Economy Class,1,1,Trip Verified,"The worst, simply the worst","The worst, simply the worst. Flight attendants do not provide any service at all. Their info online contradicts what employees in airport are implementing. Headphones have an old plug so nothing fits but cheapest given. No human approach, no compassion, no apologies. Just everyone feels you owe them not the opposite. Bumped me with the child to next day regardless of the info online, them stick me in the last row seat since I ""gave them trouble"", plus I did not have any time to purchase new seats for the next flight. Connection was 5 hrs when tickets were initially purchased, at the flight time became 17 hrs layover. Cheapest in everything. "
64,June 2022,New York to Milan,Solo Leisure,Matteo Bertoni,6th June 2022,7,A380-800,3,4,1,4,4,First Class,3,2,Trip Verified,business class is the only product that worth the premium price for EK,"MXP-JFK-MXP in F. I found a solid product and comfort on board but service from the staff was just OK. There is a lack of personal touch throughout the whole flight experience from check-in procedure that was very cold both ways to the inflight mode. I always felt like an economy class pax on the ground both at check-in and in the lounge both in Italy & USA. Far different from what you feel flying QR in business for instance. Return flight on A6-EEA was disappointing because the aircraft was showing his age: my suite was completely worn out, sliding doors broken. EK should pay attention to this details and make sure everything is renewed especially in premium cabins where there is too much difference between aircraft to aircraft for A380's in their fleet. The food was very good quality in both legs. JFK-MXP flight was below average because of the service that was either too slow for the main meal or too rushed during breakfast. Shower SPA: both ways good experience the bathroom is huge with plenty of amenities and this is the real plus rather than the shower itself. Overall I think business class is the only product that worth the premium price for EK."
65,March 2022,Kolkata to Newark via Dubai,Couple Leisure,P Karsham,4th June 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,getting worse day by day," Emirates services are getting worse day by day, I had my flight from Dubai to New York where i had my connecting flight for Nassau, which they changed the time and destination to Newark. The bag drop counter was closed, so I had to take all my luggage to the counter of JetBlue to checkin. When I reached Jet blue the attendants were not helpful at all said the counter is closed and my flight departure times has been changed from 7am to 10am. And they are unable to take my luggage and won't provide any accommodations that I should take my complaints to emirates counter. Emirates ground staff refused to help said I should contact customer service. As I did not have a USA number I had to use my roaming services to call Emirates customer service, after 45 mins being on call i was told that they cannot help and I need to contact ground staff of Emirates. When I went back to Emirates ground staff they said they can't do anything as it was their closing time. Not to mention my flight from Ewr to Nassau also kept getting delayed. I was stranded at the airport as I was not able to arrange a hotel because by the time I could finish all this run around and phone calls it was almost midnight. The only option to eat was dunkin donuts. Worst part was both Jetblue which was affiliated with Emirates and staff of Emirates did not showed any regrets. They cared less if I was being helped or directed. I bought my ticket from the website of Emirates and this was my worst experience ever. I will always avoid flying with this airline."
66,May 2022,Cochin to Los Angeles via Dubai,Solo Leisure,P Hardeep,1st June 2022,2,Boeing 777-300ER,4,3,1,4,4,Economy Class,4,na,Trip Verified,they wouldn’t allow my carryon," Rules are rules only if applied consistently. I travelled for a family death with only a carryon from Lax on Tues, 24th May, no problems. At Cochin on my way back on Sun, 29th May, they wouldn’t allow my carryon citing allowance limit. Didn’t have a second bag and had to carry my laptop and electronics in a duty free bag to LAX. Happy to comply with rules, but they can’t and shouldn’t be discriminatory. LAX and COK can’t have different rules for the same tickets and airlines. Many passengers in economy from COK were in violation of the number of carryons and weight limit as stated on the tickets. This was my first Emirates flight in many years and kind of reminded me why I prefer Qatar Airways / Singapore Airlines."
67,May 2022,Dubai to London,Family Leisure,Joyji Alummottil,1st June 2022,1,na,1,2,2,4,1,Economy Class,1,1,Trip Verified,My experience was not at all good," I had a flight to London Heathrow on EK007 on 25/05/2022 at 2.30am from Dubai. Reached airport 3 hours before and followed all proceedure till reaching the flight, also the seat was booked myself and paid extra for that. Nevertheless when I reached at flight EK007 my mom seat was under repair and technician was still working on it to fix due to seat mechanism was not working and again i had to wait for another 10 minutes in the flight but still it was not fixed and moving front and back without button. I  had to survive 7 hours with it. Informed flight attendant but only one apology, was not enough instead of upgrading or finding another seat. My experience was not at all good."
68,May 2022,Dubai to London,Couple Leisure,J Heron,30th May 2022,10,A380,5,5,5,5,5,Business Class,5,na,Trip Verified,Great service from the cabin crew," This flight was Emirates back to its very best. Great service from the cabin crew, who were attentive, but also had a great sense of humour and seemed to be genuinely enjoying the flight. A light breakfast was served after departure from Dubai, with fresh fruits and breads. Lunch served about 2 hours before arrival into LHR. My wife and I chose the Fish tahta as a main course. This was roasted Kingfish in spicy rice, really tasty and generous portion. The Emirates Bar is a great feature on the A380 and we enjoyed a cocktail and a laugh and joke with the cabin crew. This really adds to the travel experience and is one of the features which makes travelling with Emirates a pleasant experience."
69,May 2022,Mauritius to Dubai,Couple Leisure,J Heron,30th May 2022,7,A380,4,3,4,4,5,Business Class,4,na,Trip Verified,flight was OK and landed on time into Dubai," Check In was quick and easy. Fast track security is offered for travellers in Business and First Class. Emirates use the Air Mauritius Les Salons Amedee Maingard lounge, which is ok but not the standard of a typical Emirates Lounge. Flight boarded and departed on time. As this is an overnight flight Emirates serve a dinner service soon after take-off. I had the Chicken Biryani, which was OK. Unfortunately for my wife, who was being served from the other aisle, their system failed and they forgot to serve my wife’s main course. Although very apologetic by the time they realised their mistake it was already getting late so my wife went without and just had the desert! Not ideal. Otherwise the flight was OK and landed on time into Dubai."
70,May 2022,New York to Islamabad via Dubai,Family Leisure,R Marzan,29th May 2022,6,Boeing 777,5,3,3,3,4,Economy Class,3,2,Trip Verified,Miserable 6 hrs at Dubai," Miserable 6 hrs at Dubai thanks to Emirates. Took flight from JFK New York, with an hour delay, which caused missing my connecting flight which had 1:20 layover at Dubai but ended up with the next flight with 6 hrs hours wait at Dubai. Emirates had given us 'Food voucher' which could buy you a soup and water for 6 hrs wait at Dubai airport. Finally got on the next flight, not so impressive food but nice crew service though."
71,May 2022,New York to Islamabad via Dubai,Family Leisure,R Marzen,27th May 2022,6,A380,4,3,4,3,2,Economy Class,3,na,Trip Verified,Food wasn't impressive," EK202 was delayed from JFK to pax annoyance, as a result missed connecting flight which I chose to have 1:20 hrs layover but now I'm waiting for almost 6 hrs at DXB. Other reasons, I was assigned different seat at JFK while I had pre-booked another one. Food wasn't impressive, Qatar Airways had better food a few weeks earlier on the same route, Crew was great. Full disclosure, at DXB a staff members waited near plane exit to direct passengers, handing new Boarding Pass and food vouchers. I'm still waiting for the next flight, and haven't checked airport voucher food yet (hope it won't restrict me to a Big Mac or some)."
72,March 2022,Beirut to Sydney via Dubai,Solo Leisure,E Daile,26th May 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,they do not care about their passengers, Flight was redirected to Melbourne instead of Sydney and emirates left all passenger in Melbourne Airport on chairs for more than 6 hours. Emirates did not even provide food or hotel or even gave clear time when we will be traveling back to Sydney (Original Destination). Emirates service used to be a lot better. Will never ever use Emirates. I guess Emirates reach to a point that they do not care about their passengers.
73,May 2022,Dubai to Mauritius,Couple Leisure,John Rolfe,25th May 2022,7,A380,4,3,4,4,5,Business Class,4,na,Trip Verified,seat was 14E was quite comfortable," 
Even though the flight was at 02-35 the Business Class lounge at the A gates was quite busy with limited seating. The bonus was boarding direct from the lounge. My seat was 14E was quite comfortable and the cabin crew offered supplementary mattresses. Passed on the initial meal service on this overnight flight. Breakfast was served prior to landing in Mauritius. Fruits were nice, I then tried the omelette, which was not brilliant. Flight landed on time and bags delivered promptly."
74,May 2022,London Gatwick to Dubai,Couple Leisure,John Rolfe,25th May 2022,9,A380,5,5,5,4,5,Business Class,4,na,Trip Verified,a very good flight with Emirates,"Our first flight since the pandemic. Check in at LGW was quick and efficient. Made our way to the Emirates lounge as we had a couple of hours to spare. Service was good in the lounge and after about 15 minutes they served a hot lunch. The Goan Chicken Curry was pleasant. Flight boarded and departed on time. My wife and I had seats 14E and 14F which are ideal for a couple travelling together. At the time of travel masks were mandatory, Emirates provided spare masks and sanitizer. The food service on Emirates used to be quite drawn out but with the new system they take the meal selection from the passengers on a hand held device and it seems to be delivered in quite an efficient manner. I chose the Arabic Mezze, which was very tasty followed by the Beef Tenderloin, which was also good. Good choice of wine available. Emirates only serve one meal on the flight from Gatwick to Dubai, which we found to be sufficient. Snacks and sandwiches are available at any time, either delivered to your seat or from the bar. Overall a very good flight with Emirates."
75,April 2022,Lisbon to Dubai,Couple Leisure,Roy Carpenter,25th May 2022,10,Boeing 777,5,na,5,na,3,Economy Class,5,na,Trip Verified,Superb service from Emirates,"Superb service from Emirates. I had to cancel my flight due to illness only 2 weeks before departure and phoned the Lisbon office. After pressing 2 buttons I was talking to a rep after less than 2 minutes. Much to my surprise, for a base ticket, he said I was entitled to a refund and sent me a refund form. Nothing arrived for a month so I again phoned and the mistake I had made in completing the refund form was explained and another sent. After only 2 weeks a partial refund for 'no show' was credited to my account and when I queried why 'no show' for a cancellation I received an apologetic mail confirming full refund which duly arrived after only 10 days. This compares with Ryanair who will fight tooth and nail to avoid any, even legitimate, refund. Guess where my loyalties will lie in future - Emirates!"
76,April 2022,Dubai to Brisbane,Business,Roger Stone,23rd May 2022,8,A380,4,5,4,3,5,Business Class,4,4,Trip Verified,superb food and wine," A business trip from Sydney to Zurich and then back to Brisbane, code share with Qantas. Things that impressed me included the superb food and wine on all sectors (incl a nice printed menu and wine list), the wonderful Emirates First Class Lounges in Dubai (especially their prime lounge), the speedy and efficient boarding and the good cabin crews. Not so good was trying to get to a toilet in the middle of the night and having to make my way past lots of drunken passengers filling the bar area at the back of the A380 - which is also the area where the toilets are. I suggest this Lounge area could be made a barista coffee lounge instead (as much as I like a glass of wine). All flights pretty much on time. Compared with a recent Singapore Airlines business flight, Emirates were ahead in the food and wine area."
77,May 2022,Paris to Moscow via Dubai,Business,V Ceresi,22nd May 2022,5,A380,3,3,3,2,4,Business Class,3,na,Trip Verified,CDG - DXB sector was a complete disgrace," Only the second time I choose to fly Emirates, so I will not make a fast decision as to use this airline again or not. But I have to say that in all the years I have been flying business, the CDG - DXB sector was a complete disgrace. From the chaotic boarding in Paris when all first and business class passengers were held at the gate for 25 minutes (apparently for no reasons except that some sort of VIP showed up at some point and cut the line), without so much as an announcement from the person in charge. Once everyone was on board, the first announcement from the captain was about an hour delay in getting a takeoff slot. As we pushed back, their APU went out, no lights and aircon and back to the gate. Then some very vague information from the flight deck on some repairs being done, and another slot waiting time. Anyway the whole deal lasted 3 hours. Ok, that is a technical problem, it happens and that is the way it is. What bothered me during the whole time was the complete disdain of the cabin crew for the passengers. As a matter of facts, most of them seemed to enjoy the delay and were having some very long and loud conversations with some apparent friends in the aisles. The flight finally took off. And this is when the cabin crew showed its complete inability to handle the most basic service. Absolutely no care for the passengers, and except for some meal served in a hurry (during which I actually had to beg for a glass of wine previously ordered ) we only got to see them once in a while during the whole 7,5 hours. I want to think that this was a bad timing, or else. On the other end, the second leg of the flight from DXB to Moscow was excellent, and I actually found out how much was missing on the first leg then: Friendly and helpful cabin crew, good service. After all this is what we ask for in a flight! My rating will be below at 5/10. Zero for first leg, 10 for second leg."
78,November 2021,Dallas to Tehran via Dubai,Solo Leisure,R Sandipoor,15th May 2022,1,Boring 777,2,1,2,1,2,Economy Class,1,1,Not Verified,return flight was canceled without notice," The return flight was canceled without notice from Sunday To Saturday. I paid premium to be on Sunday flight and after a month pass by they changed my Return flight to Saturday, the day before which I didn’t know about. And they wanted to charge me another $700 to put me back on the flight. I decided To go Back in hotel and stay another day and this time I book my flight with Qatar Airways which is only 20 hours duration versus 37 hours."
79,May 2022,Tehran to Seattle via Dubai,Solo Leisure,H Chazeri,8th May 2022,2,Boeing 777,3,3,1,3,1,Economy Class,3,3,Trip Verified,telling them not to fly with Emirates," I am retired and fly frequently. Couple days ago (May 5), I went to Tehran Int. Airport (IKA) to travel to U.S.A. When I arrived at the Emirate ticketing counter in order to obtain my boarding pass, I experienced a bad situation which I have never had with any other airlines. The ticketing lady had a very bad attitude told me to show her my Covid test result which I did, then asking for Vaccination card that I responded that I am USA citizen and there is no need to have this card, which she started talking loud and being so rude, finally I found my card and passed it to her. After that I was glad that the issue was resolved and now she would process my luggage. I was wrong. She laid back at her chair and doing nothing. Finally I said to her this checking takes long time, please process my luggage. At the end I went to her team leader and explained her behavior. I am sure that the leader would not do anything to correct his group attitudes, because all of them are the same and they do not know any better, but I am sure that Emirates will lose more customers as times pass. From now on, I will broadcast and pass this bad experience to my friends and relatives and telling them not to fly with Emirates."
80,May 2022,Karachi to Paris CDG,Solo Leisure,Z Khizer ,5th May 2022,6,na,5,2,5,1,5,Economy Class,5,na,Trip Verified,"if you want to be treated fairly by Emirates, you gotta fight hard","They cancelled my initial flight from KHI to DXB and rebooked the flights which ended up me having 15 hours layover in Dubai. KHI-DXB, check in was friendly, flight was on time, clean plane, food was outstanding for a flight not even 2 hours long, crew was very friendly and attentive. Blankets and extra pillow were given. Landed in Dubai, went to the Dubai connect desk as it says on their website that if you have more than 10 hours layover, Emirates will provide you accommodation, at the desk, the guy was rude and straight up said Karachi office should have booked you earlier (Karachi office is the one that told me to contact Emirates at Dubai as they have no authority to book anything with Dubai Connect) and I was also told that even a prior booking was made, it would have been cancelled because accommodation is only available for passengers who bought tickets worth more than $1000 USD. Then I went back to the connection desk, explained the whole situation all over again, guy at the desk started blaming me that I am the one who chose to have a longer layover so it's not Emirates problem, he kept ignoring that key information that ""Emirates is the one who cancelled the flight from KHI to DXB, not me"". I have to admit, I became a Karen when he told me Emirates can't offer you anything, no compensation no food, nothing for a 15 hours layover. I refused to listen to him any further and demanded to see a manager right away, he ran back and got the manager at the desk, manager was extremely polite and apologetic, instructed to hand me over 2 meal vouchers immediately (previously I was told Emirates do not have any meal voucher offers etc, so that was the lie). So guys, if you want to be treated fairly by Emirates, you gotta fight hard. DXB to CDG, flight was on-time, full. Crew was very attentive, plane was spotless, food was disgusting. They served feta cheese sandwiches, they were absolutely inedible and were freezing cold as well that it hurts you teeth. Then the lights were switch off so it was good sleep with enough legroom. Breakfast was served an hour before landing and main hot breakfast was inedible as well, fruit portion was fresh but the bread roll was so cold that I couldn't slice or bite it (should learn from Turkish, they serve soft warm rolls). I have also noticed many people didn't eat the hot portion of the breakfast. I have to give a shout-out to one particular crew member, she handled the situation very well when she was yelled at by a grumpy middle age man when she asked him, if he would like to have a breakfast, he started yelling at her that ""no, I'm sleeping, can you see, stop yelling into my ears"". Honestly I wanted to intervene but there was no need to as she handled it quite well but I can tell, he kinda ruined her day."
81,April 2022,Hong Kong to Bangkok,Solo Leisure,Francis Wong,4th May 2022,6,Boeing 777,3,2,4,4,3,Business Class,5,3,Trip Verified,seat is really narrow and uncomfortable," Emirates has been using the 777 to serve HKG ever since the start of the pandemic, it used to be the A380. The 777 has a strange business class configuration of 2x3x2. Who wants to be the unlucky fellow to sit in the middle of the 3, paying premium price? The service is OK but not great either. Food was as bland as ever, the seat is really narrow and uncomfortable. OK for a short to medium haul flight up to about 6 hours, anything longer than that would be an ordeal. Still, one redeeming grace is that, they sell this short leg at a very attractive price, so that is acceptable."
82,May 2022,Dubai to Ho Chi Minh,Solo Leisure,Tuan Bui,4th May 2022,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,forced me to check in my hand luggage," Flight was full. They forced me to check in my single piece of hand luggage while hundreds of other passengers carry in their 2 pieces. No process of asking customers for checking in their carry-ons, but they just randomly forced me."
83,April 2022,Karachi to Paris CDG via Dubai,Solo Leisure,Z Khizer ,29th April 2022,2,Boeing 777,1,na,1,na,1,Economy Class,1,na,Trip Verified,I ended up with a new booking,"Ok, I have not even started my journey yet and they cancelled my Karachi - Dubai flight, re-booked me (without even consulting with me) and I ended up with a new booking which means, instead of landing in Paris at 9am in the morning, I will be landing at 2pm. I have booked this trip in Jan, already paid for a domestic flight from Paris to Lyon that departs from Paris at noon on a same day I land there. Called Emirates, explained them the whole situation, even sent them a receipt of 100 euro plane (non-refundable) ticket I have already bought from Paris to Lyon, all they said, sorry, but that's not our problem if you gonna miss your connecting flight to Lyon. I kept on insisting that I must take the original schedule flight from DXB to CDG as planned so they must fix it. After a long argument, I am good to fly but with 15 hours layover at Dubai. I asked them for an accommodation through Dubai connect program, they refused to book anything or even provide a meal voucher (like Qatar Airways) reasoning that I am the one choosing to not to fly to Paris on immediate available connection, therefore, no accommodation or food for you. Their telephone rep people are so rude (not the Karachi one, Dubai helpline), literally telling me they don't care if I'm going to miss my connecting flight and that's not Emirates headache. Will provide an update on this journey once I will land in Paris. Stay tuned."
84,April 2022,Chicago to Amman via Dubai,Family Leisure,Asala Musa,27th April 2022,2,na,3,1,1,3,2,Economy Class,1,1,Not Verified,Never flying with them again," Friends, do yourself a favor and do not book with Emirates. They are extremely unreliable and will cancel your flight at last minute. We flew from Chicago to Dubai to Amman and they ended up canceling our flight from Dubai to Amman. They rescheduled us for the next flight with a 18 hour layover with a 2 year old. We ended up needing to push our flight one day which made us lose precious time with our family that we haven’t seen in 3 years. Then our flight home from Amman to Dubai to Chicago, ended up being canceled again and now we are trying to change it because I have my sisters wedding the next day. I may be forced to miss it because of emirates irresponsibility to keep flights as they are when you book. Also, the food is horrendous and give no vegetarian options, I had to survive off the snacks I bought before hand and what the flight attendants gave me. I had to wait on hold for 2 hours to speak to someone for a cancellation they made. Save yourself the headache and avoid Emirates . I wish I did. You have lost a customer for life. Never flying with them again."
85,April 2022,Bangkok to Johannesburg via Dubai,Solo Leisure,Peter Whiting,23rd April 2022,10,"1 x Boeing 777-ER, 1 x A380",5,5,3,5,5,Business Class,5,5,Trip Verified,The service was friendly and efficient,"On reading all the post COVID reviews of Emirates, I need to take a contrary stance to all the complaints and mumbles. It was my first Emirates experience in 3 years, and as far as I was concerned nothing had changed, apart from the boarding procedure in Dubai which was nothing short of shambolic - but that is the airport, not the airline. As a direct result of the ineptitude of the gate staff we pushed back 1 hour 20 mins late. No matter. The service was friendly and efficient - nothing was too much trouble - and the food and drink really good. One doesn’t often have memorable meals on board any aircraft (preparation of same must be trying in the extreme), but the lunch served was top notch. A bonus in business class on board an A380 is the on board bar area, once again, service was excellent. I had a thoroughly enjoyable experience and look forward to my next Emirates experience."
86,March 2022,New York JFK to Dubai,Family Leisure,S Durtan,18th April 2022,3,na,1,5,5,5,1,Economy Class,5,na,Trip Verified,Do not buy X-leg room seats!," Purchased online extra leg room seats (weeks before) my flight. 150$ each way. (300$) Not only did I not get my seats, they refuse to reimburse my money. They claim I was ineligible for the seat (yet I was charged online?). They claim I was informed at check-in that I wasn’t eligible for the seat (lie) not informed at check-in. I had informed the cabin attendant my seat was wrong and that I paid extra money for my seat (and showed her my printed paperwork). They weren’t concerned. I looked at my original seat and someone else was seating in my seat. They charge me for a seat I didn’t get, then RE-SOLD my seat to someone else. I was traveling with a group and the same thing happened to my co-traveler. They’re stealing customers money! Do not buy X-leg room seats!"
87,April 2022,New York to Kolkata via Dubai,Solo Leisure,B Dareysh,16th April 2022,3,na,2,2,2,4,3,Economy Class,2,2,Trip Verified,questioning me why have I pulled my mask down," Bad behaviour by staff. Started heckling me because I could not hear the announcement at JFK. Same happened when I was flying from Dubai to New York last week. I pulled my mask down to ask for water while being seated window side, and the crew started questioning me why have I pulled my mask down. Rest during 13hrs of flight time from Dubai to JFK, I could find half of the people sleeping without masks."
88,April 2022,Dubai to Sydney,Business,James Steward,16th April 2022,6,A380,3,3,3,5,4,Economy Class,3,4,Trip Verified,comfortable flight but nothing special," The flight commenced boarding 20 minutes prior to departure time. The gate lounge was jammed full with no space to sit or stand. A small boy vomited on the floor in the gate area. I informed an Emirates ground agent to call a cleaner and was given a blank stare. Passengers walked through the vomit and no clean-up was done. Boarding was unorganized with no sense of order. The aircraft pushed back approximately two hours after departure time. An announcement was made by a pilot stating the delay was due to 'baggage handling technical problems.' The digital menu was not working. I asked a cabin crew what was on the menu, and they stated to ask another crew member. Toilets were not clean and were smelly. I requested a drink in the galley from a cabin crew and he pointed to cups and a bottle of water and said 'get it yourself.' Cabin temperature was freezing cold. The seat was comfortable. Baggage arrived on two separate baggage carousels in SYD. This made baggage collection complicated and confusing. Overall, a comfortable flight but nothing special. I have had better on-time performance, service, and cabin cleanliness from low cost carriers."
89,March 2022,Johannesbug to Male via Dubai,Couple Leisure,Murray Dickerson Murray Dickerson,13th April 2022,10,na,5,5,5,5,5,Economy Class,5,na,Trip Verified,a pleasure to fly with Emirates," The service we received from Valerie was was exceptional. Service with a smile. Coffees made with a smile. Sparking wine, cheesecake and a rose for our special occasion and print out photos on the plane. I will like to take the opportunity to publicly thank Valerie.  It was a pleasure to fly with Emirates. Thank you Valerie. Thank you Emirates. Our flight was on March 23, 2022 - JHB to DXB (EK)775."
90,April 2022,London to Dubai,Couple Leisure,R Brooks,13th April 2022,2,A380,1,2,3,4,5,Business Class,1,1,Trip Verified,They have lost all the caring aspects that gave them an edge,"Well it seems a post-Covid Emirates is a very different airline and a different experience to beforehand. The previous high quality service, little touches that made you feel a valued customer and friendly attendants onboard are all gone, vanished. Instead they've replaced this with grumpy attendants who don't pay attention to the customer, little things like noticing a low drink and filling it up before you have to ask, welcoming returning loyal customers - these are the things you pay for with Emirates and in Business class, now it might as well be a long Ryanair flight. They have lost all the caring aspects that gave them an edge, if you are going to fly to the middle east then use Qatar or even Turkish. Their seats are still comfy as anything, I'll give them that."
91,April 2022,Amman to Los Angeles via Dubai,Solo Leisure,H Keane,10th April 2022,1,A380,3,3,3,4,3,Economy Class,1,3,Trip Verified,I’m so disappointed and upset," The day before I was scheduled to fly back to the states, I tested positive for covid. I called Emirates and they said I would be unable to fly back but that they could keep my ticket and place it on hold. When I went to change the date to fly back, they made me pay the fare difference. In this case, the cheapest fare difference I could get within a two week period was $400. How an airline can you charge you for getting covid is insane. I’m so disappointed and upset. Their customer service team on the phone was awful. I will never fly with Emirates again after this experience. I didn’t ask for covid, and got financial punished for it."
92,April 2022,Riyadh to Dubai via Seattle,Couple Leisure,S Pearce,3rd April 2022,1,Boeing 777-300,1,1,1,1,2,Premium Economy,1,1,Trip Verified,the problem was the airline treating their customers like cattle,"First Emirates flight ever. Food was served on a tray mis sized to the seat tray so difficult to keep in place. Food was hot but otherwise tasteless. Food for special orders is served 15 to 30 minutes before beverage cart comes by so only water on tray available to consumer. I paid extra for better seats but given the service and noise environment, it probably was a waste. Cabin is drafty, video headsets do not fit anyone, noise during my flights (esp. to SEA) was excessive. Airline does not address selected and/or comfortable seating for passengers with infants. Four infants on my flight were training talk show hosts as their lungs and screams lasted the entire 15 hour flight to SEA. The plane was full and staff gave little concern for passengers. On arrival in SEA the airline took forever (1.5 hours) to get luggage to customer even though I had a first class luggage tag on my one bag. Onward booking by airline had incorrect boarding info for ongoing flight and barely made the connection. Cannot imagine what others waited and how many missed connections. Yes, SEA is an airport to avoid for customs and general connection flights. But airline is responsible for getting luggage unloaded and Emirates failed customers but staff luggage was first off and first picked up. I will never fly Emirates ever. The problems were not a full plane or infants, the problem was the airline treating their customers like cattle and not taking action to address an unrestful environment."
93,March 2022,New York to Male via Dubai,Solo Leisure,C Heale,3rd April 2022,1,A380,1,1,1,1,1,Economy Class,1,1,Trip Verified,"rude, disrespectful employees"," This was the worst experience that I've ever had with any company. My flight from NY to Dubai was delayed. After arriving late to Dubai for my connection flight to Male, I was informed by Emirates staff to go to luggage claims to get my luggage for my next emirates flight to Male. My luggage never came through after 40 mins. I informed an Emirates employee and they claimed that my luggage was already loaded onto my next flight. Upon going through customs, I missed my flight, so I was stuck in Dubai. I was forced to wait in 3 different long lines for a total of 5 hrs, just to be told that because I was a no show, I had to pay a $1200 fee. I informed the Emirates representative of what happened and they became rude and walked away. After 5 hrs I was able to speak to someone who understood situation and got me a next morning flight for my destination of Male. Upon receiving my new flight I was stranded in the airport for 17hrs before my 2:30am flight. On my original flight I paid for a extra legroom seat, but on the rescheduled flight I was forced to sit in a standard seat that really hurt my legs. After taking the grueling flight to Male, my luggage never came. I reported the incident to Male airport staff and they started an investigation for my luggage. I finally was able to take a transfer to maldives, but without any clothes or luggage. This entire situation ruined my vacation because this was over the weekend. So I'm at a resort with no change of clothes, and no toiletries. Emirates airlines turned my dream vacation into a nightmare. I will never fly with Emirates again with the rude, disrespectful employees."
94,March 2022,Dubai to London,Business,S Hadino,28th March 2022,1,A380,1,2,1,2,1,Economy Class,1,1,Trip Verified,won’t be flying with them again," Lost an item on the plane and the staff were very incompetent and nonchalant, did not go the extra mile which these airlines market themselves on. The supervisor was inept and repetitive throughout the process and the captain who was also present in the discussion came across as if he was in a military arbitration. All in all very dissatisfied and won’t be flying with them again."
95,February 2018,Dallas to Kabul via Dubai,Family Leisure,B Ismail,11th March 2022,2,Boeing 777-300ER,1,1,1,1,1,Economy Class,1,1,Trip Verified,my last trip with this airline," My nine-month-old daughter and I had a trip with Emirates in February 2018, and for my daughter's convenience, I paid extra to go and sit in the front row seat, but during the flight, the flight attendant took my and my daughter's luggage and put it in the last cabin of the plane, which was very difficult for me. I was going and picking up the things my little daughter needed and I was very annoyed but they did not pay attention and when I got off the plane I was the last passenger to get off because I was waiting for them to take my luggage from the bottom of the plane and give it to me and my daughter. It was my last trip with this airline.
"
