id,date_flown,route,traveller_type,author,date_of_review,overall_rating,aircraft,cabin_flown,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,seat_comfort,value_for_money,wifi_and_connectivity,review_verified,review_title,review_text
78,September 2021,Pune to Patna,Family Leisure,K Nageen,2nd September 2021,10,na,5,na,4,na,5,Economy Class,5,na,Trip Verified,amazing experience,Pune to Patna. I had an amazing experience with the crew members on flight. All the crew members were extremely proactive in assisting passenger and were highly professional.
79,August 2021,Jammu to Kolkata via Gwalior,Family Leisure,Shaikat Sarkar ,23rd August 2021,10,na,5,5,5,4,4,Economy Class,5,4,Trip Verified,cabin crew were very friendly and helpful,"It was a great journey and experience flying with Spicejet. The cabin crew were very friendly and helpful. I also appreciate the before time arrival of the flight at the destinations, although there was a delay in departure from Jammu. Hope to travel soon again!"
80,August 2021,Delhi to Rajkot,Solo Leisure,A Asha,12th August 2021,2,na,3,na,1,na,2,Economy Class,1,na,Trip Verified,weighing laptop bag and ladies bag," Staff is troubling the customers by weighing laptop bag and ladies bag in cabin luggage and charging for over and above 7 kgs @ Rs.500 per kg. It was not only me who have paid for 3 kgs, there were many other customers who were paying even for 1 kg extra. This is so ridiculous. Services of Vistara and Air India is much better than spicejet."
81,August 2021,Jabalpur to Mumbai via Pune,Family Leisure,Sadruddin Ansari,10th August 2021,1,na,1,na,1,na,1,Economy Class,1,na,Trip Verified,really disappointed," I was travelling with my family from Jabalpur to Mumbai, after seated in a flight one and half hours they canceled the flight and I have to catch the International flight from Mumbai to Doha on 2nd Aug 2021. What SpiceJet did, they gave me another ticket on behalf of canceled flight, of 1st August 2021 from Jabalpur to Pune and they promised we will arrange transport from Pune to Mumbai International Airport, but I didn’t receive any transport and wasted 2 hours at Pune Airport and they didn’t do any arrangements for me and my family, since I have to catch International flight due to this I did my own arrangement from Pune to Mumbai travel. This is really disappointed for me and my family. "
82,July 2021,New Delhi to Chennai,Business,Gareth Moore,1st August 2021,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,They appear completely incompetent," Tried to organise a business trip to Chennai last week. Had to move to this week, amending my entire schedule because SpiceJet unilaterally decided I didn't need to be in Chennai that day/week and just told me I was going when they could make it happen. Rescheduled my trip for this week, rearranged by booking and now they have amended once and cancelled once. Suggest that anyone that needs to work to a schedule should give this lot a wide berth. They appear completely incompetent."
83,July 2021,Delhi to Jabalpur,Business,Sneihil Kohli,26th July 2021,10,na,5,5,5,na,5,Economy Class,5,na,Trip Verified,right service in providing snacks, Air hostess has done wonderful efforts by providing right service in providing snacks at appropriate time. The options she had provided is wonderful and appreciable. Kudos to spicejet for such crew member.
84,July 2021,Leh to Delhi,Couple Leisure,Rajlaxmi Rao,22nd July 2021,1,na,1,1,1,1,2,Economy Class,1,1,Trip Verified,will never recommend using Spicejet, Flight no SG 122. I wish there would have 0 star rating to give because they don't even deserve 1 star. They changed our flight timings at first due to which we had to change our other events timimg. Later on airport our baggage was not loaded. We had to wait 2 to 3 days to have our baggage. They were not even sorry for the same and the airport staff was very rude to help us in that situation. As a part of compensation they promised us 1500 voucher written on the attachment top. But still not received it. Even after several calls and emails they are not replying anything on the voucher status.. Not answering the calls either. Dont know why they charge so much money for such a worst service. I will never recommend using Spicejet ever to anyone. I had a worst experience ever with the airport staff. And due to no great response from customer service i believe this airlines is not a price worthy. Better use other airlines than spicejet. 
85,August 2020,Bangkok to New Delhi,Couple Leisure,S Targan,7th July 2021,1,na,na,na,na,na,na,Economy Class,1,na,Trip Verified,an unethical airline," Spicejet are an unethical airline. They cancelled our flight in March 2020 and promised a full refund. More than 15 months later we are still waiting for that refund. SpiceJet's charter states refunds are issued within 7 days if purchased tickets by credit card. The Supreme Court of India ruled that Spicejet must pay out refunds by 31st March 2021. SpiceJet are in in serious breach of contact and legal ruling. For the last 15 months we have been in contact with SpiceJet's consumer relations, nodal officer and appellate. "
86,June 2021,Srinagar to Chennai via Delhi,Solo Leisure,Venkat Devan,27th June 2021,1,na,1,1,1,na,1,Economy Class,1,na,Trip Verified,response in this manner was totally abnormal," After reaching airport we came to know that the flight has been cancelled/rescheduled to 28th, no prior information(email or message) about their changes, received the message only on 26th 10am that to after reached airport. Asked to refund to take alternate flight and asked who will pay for stay and food, They refused to refund the ticket amount, they suggest to cancel the ticket but told cancellation charge will applicable. See they want to do cancellation charge for the flight which was cancelled, flight which was not in schedule. After long fight alternate flight was given from Delhi, on next day 27th. Their response in this manner was totally abnormal. "
87,June 2021,Varansi to Mumbai,Solo Leisure,Pragya Mishra ,14th June 2021,1,na,1,na,1,na,1,Economy Class,1,na,Not Verified,I had to spent an entire night at the airport," SpiceJet is the most pathetic airline service out of all available services in India. They can cancel the reservation at any moment of time and will leave you hanging. Happened with me twice, being a solo female traveller I had to spent an entire night at the airport because they cancelled the flight. This happened again today. Just don't go for SpiceJet if you have any other options available."
88,April 2021,Dubai to Kozhikode,Solo Leisure,V Pakaran,11th May 2021,1,na,1,na,1,na,1,Economy Class,1,na,Trip Verified,staff is very unprofessional and arrogant," Their ground staff is very unprofessional and arrogant. I observed that hand baggage weight limit policy of 7kg is applied to only certain customers. I have been waiting in the que for boarding and in front of me many customers gone with higher weight and in my turn I had 2 kg extra and I have been instructed to pay 60Dhs per kg for excess weight. I honour their terms and conditions but my question is that the policy should be uniform to all customers. I don’t understand the logic behind different terms according to the face value of customers. They are favouring some customers according to their wish and relaxed for more than 10kg. When I tried to ask this to their ground staff, they were so arrogant and impatient. They kicked me out from the que and rudely told if you don’t want to pay throw your item. I have been travelling in this sector for past 17 years and used many carriers. Never experienced such behavior earlier. When I entered the flight, again surprising that there is no space to keep my hand baggage. They have collected such a heavy amount and I had to keep that items below my seat compromising leg space.  When I shared my experience to their customer service team later, they come up with copy paste of standard reply format justifying their terms. Be aware about their standard so that you will not have disappointment."
89,March 2021,Mumbai to Dharamshala via Delhi,Solo Leisure,Ankita Sadhwani,6th May 2021,8,na,3,na,5,na,5,Economy Class,4,na,Trip Verified,wish to fly with Spicejet again," I traveled on 20th March 2021 from Mumbai to Delhi to Dharamshala. While I was outside the airport I was clueless on where to go due to the pandemic and was stressed about covid-19 and I asked a very friendly airport staff luckily it was your own airline Spicejet staff and he showed me the way and I met him at Spicejet counter and he greeted me with a big smile and helped me with the entire check-in process while another staff was doing the check-in and requested that staff to tagging my bag up till Dharamshala which made my trip at ease and also told me what all I need to do when I land in Delhi and also at Dharamshala. With regards to what I can carry and what I can't carry also guided me in check-in and hand luggage which made me really feel at ease as I was a single lady passenger and with the pandemic situation so I was scared and all. Apart from that I really loved him for his excellent communication skills, open-minded and friendliness, his professionalism, his passion for his work, excellent work ethic, courtesy, his manners, friendliness and open-minded attitude towards cultural awareness and he knows how to treat a passenger like a guest in his own home with respect without any discrimination unlike what I saw at Mumbai airport how poor people are treated. He also had put priority and transfer tag on my luggage so it gets loaded separately as promised by him, excited to see the bag come out 1st and that was very sweet of him. He is an excellent example of what customer service is. Though he didn't do my check in he has left a mark on me and he is the reason I wish to fly with Spicejet again and see more staff like him and his excellent habits"
90,April 2021,Bangalore to Ahmedabad,Solo Leisure,Sejal Barot,22nd April 2021,2,na,1,1,1,1,1,Economy Class,1,1,Not Verified,Masks should not be removed at any cost on flights, For a two hour flight food was served in this pandemic situation. People are removing their masks and happily eating was if there is no problem. This makes the situation very difficult during this covid situation we are dealing with. Masks should not be removed at any cost on flights when people are sitting next to each other. Please stop serving food in flight. And help everyone by doing this.
91,March 2021,Srinagar to Kolkata,Family Leisure,Rahul Nundy,12th April 2021,10,na,5,na,4,na,4,Economy Class,5,na,Not Verified,a very comfortable flight," Very friendly crew and a very comfortable flight. Felt at ease, got great sleep. One of the best flights in recent times. For a change the crew made us feel at home, unlike most flights where we can't wait to get over with the travel."
92,April 2021,Delhi to Bangalore,Couple Leisure,Malli Krishna,7th April 2021,1,na,1,na,1,na,1,Economy Class,1,na,Trip Verified,"no guidance, very rude"," Horrible staff, no proper response, no guidance, very rude. I would rate 0 if I could for such a bad behaviour. One older guy who was traveling for the first time didn't had any knowledge what to do, not the staff was helpful."
93,April 2021,Jaipur to Mumbai,Couple Leisure,Monica Milwani,3rd April 2021,1,na,3,na,1,na,3,Economy Class,1,na,Not Verified,it's about being unfair and rude," I am traveling from Jaipur to Mumbai. I had a small suitcase and a laptop bag. It was just 1 kg extra than the alloted hand baggage. I requested them to kindly allow as I am traveling at my parent's for the 1st time post marriage. I definitely was not asking for any favor but very rudely replied whether you going for the 1st time or last tome doesn't matter. He could have been more humble and said this is the policy. When I reached at the gate, I saw almost everyone with so much of luggage and I happened to ask a female who was carrying the same combination of hand luggage as mine. She said she did not pay for any extra luggage. It was visible that so many of the travellers were carrying more than one bag of hand luggage. It's not about money, it's about being unfair and rude."
94,March 2021,Goa to Pune,Family Leisure,Swati Patel,29th March 2021,8,na,4,na,4,na,4,Economy Class,4,na,Trip Verified,No mask and face shield given, I was travelling Goa to Pune with SpiceJet SG517 on 29th March. No mask and face shield was given. The person sitting in middle seat was not given PPE KIT. Not expected with Spicejet.
95,March 2021,Delhi to Goa,Family Leisure,Nitin Sahni Nitin,25th March 2021,1,na,4,4,1,na,1,Economy Class,3,na,Trip Verified,Spicejet staff made fool of me," I made a webcheckin and paid for the selected seats but at checkin counter at Delhi Airport. Spicejet staff made fool of me said there is no booking by your name of the seats even I showed them my emobile boarding pass then also they remain arguing that we dont have these number at this flight which were selected and ask me to call customer care. And when I called at customer care they said ask at checkin counter, they were all just playing ping pong. At the end they provided me seats of their choice which were worst. And when I entered into the flight my web checkin seat number were there and someone else was sitting which I selected in web checkin."
96,March 2021,Jammu to Mumbai,Family Leisure,Ashish Pandita,25th March 2021,3,na,3,2,1,3,3,Economy Class,1,3,Not Verified,I am so disappointed, I am so disappointed that I have been flying since years but never had this type of experience in my life. My baggage which I had mentioned as fragile was handled so badly that one of the wheels was missing and the bag was torn. When I complaint about that Spicejet didn't even felt sorry about that.
97,March 2021,Kozhikode to Dubai,Couple Leisure,Sivaprasad Thekkile Matam,18th March 2021,10,Boeing 737-800,5,5,5,na,5,Economy Class,5,na,Trip Verified,a value for money service,"We were onboard SG140 on 12th March 2021 (Kozhikode/Calicut - Dubai) and were delighted with our experience.  We were so pleased with the Check-in support, timing of the flight, excellent Service by Cabin Crew and the Veg Complimentary Meal which came with Spice Max booking. We would recommend SpiceMax, which is a value for money service. "
98,March 2021,Mumbai to Ranchi,Business,Sandeep Mehra,11th March 2021,9,na,5,4,4,na,3,Economy Class,4,na,Not Verified,Crew members were courteous, Mumbai to Ranchi with SpiceJet. Crew members were courteous. Food quality was excellent during the journey. I recommend this airline.
99,March 2021,Surat to Jaipur,Solo Leisure,D Patel,8th March 2021,10,na,5,4,5,5,3,Economy Class,3,5,Trip Verified,Seat was not comfortable,Cabin crew staff was excellent as well as ground staff. Wifi service was awesome. Seat was not comfortable and washroom was not cleaned. In food vegetarian sandwich was good but orange juice was bitter in taste.
100,March 2021,Jaisalmer to Ahmedabad,Couple Leisure,Lalitha Muthukumar,7th March 2021,8,na,5,4,4,na,4,Economy Class,4,na,Trip Verified,the staff on board were very courteous,Me and my husband flew from Jaisalmer to Ahmedabad. We had a wonderful experience and the staff on board were very courteous. Staff member went one extra mile preparing a sugar free tea which I wanted badly. The snacks we purchased on board were served well.
101,March 2021,Bangalore to Kolkata via Delhi,Business,Sudhir Satyanarayan,3rd March 2021,9,Boeing 737-800,5,5,5,na,5,Economy Class,5,na,Trip Verified,Special thanks to crew,Excellent ground and on board service. On time performance. Special thanks to crew who make the journey comfortable. 
102,February 2021,Goa to Delhi via Mumbai,Solo Leisure,Ganika Khurana,18th February 2021,1,na,1,na,1,1,3,Economy Class,1,na,Trip Verified,The worst experience of my life,"The worst flight way I ever traveled on! It’s been 4 hours and I am still sitting at the airport, no one is here to guide us and provide the flight so that we could fly back! There’s no one helpful and just passing us here and there like pieces of luggage. We still don’t know where our bags actually are. Don’t book this flight ever! The worst experience of my life. I am still sitting here like a fool."
103,February 2021,Udaipur to Jaipur,Business,N Banerjee ,16th February 2021,9,Q400,5,5,4,5,4,Economy Class,4,na,Trip Verified,food and beverage menu is very good,The food and beverage menu is very good and has decent options for everyone. The complementary inflight entertainment system which can be viewed on your personal device without any additional application needed is aN excellent addition to the inflight experience and when you realise it’s a low cost carrier it’s even better as no other low cost carrier in India is providing inflight entertainment options.
104,February 2021,Kolkata to New Delhi,Solo Leisure,Aditya Nag,11th February 2021,7,Boeing 737-800,5,3,3,na,4,Economy Class,4,na,Trip Verified,Service is impeccable,Much better than airbus models. Even the basic economy class has ambient lighting. Better personal air vents and better spotlights. Even overhead storage bins are good. Service is impeccable with proper care taken of guests.
105,February 2021,Goa to Delhi via Ahmedabad,Solo Leisure,Swami Mahesh,10th February 2021,10,Boeing 737,5,5,5,5,4,Economy Class,5,5,Trip Verified,Best ever domestic flight experience,"Best ever domestic flight experience. Very helpful team, all the necessary preventive measures taken to keep safety of passengers from Covid 19. Best in domestic operators."
106,February 2021,Bangalore to Delhi,Solo Leisure,R Singh,8th February 2021,9,Boeing 737,5,5,4,4,4,Economy Class,4,na,Trip Verified,Perfect example of how a crew should be,"I have been flying with SpiceJet for a really long time but for the past few days it has been very frequent. On my last three journeys, coincidentally the cabin crew have been almost same. My journey from Delhi to Bangalore was nothing but a delight. The crew took care of not only me but each and every passenger following all the COVID norms. Special thanks for not only recognizing me but treating me specially as a valued customer. Proper behaviour, patience, and hospitality! Perfect example of how a crew should be. I know I am not any influential personality, but as someone who travels on a flight often and has health concerns while flying, the gesture from SpiceJet flight attendants compelled me to thank them and thank Spicejet for having such great employees."
107,February 2021,Ras al Khaimah to Kochi,Family Leisure,K Reddy,5th February 2021,10,na,5,3,5,5,4,Economy Class,5,4,Trip Verified,I had a great experience,"I had a great experience. Flight was on time and flight executives were friendly. One of the flight hostesses was very good with her job, she helped my family. My mother was not well and she helped her with her diabetes so thank you for your experience."
108,January 2021,Bangalore to Guwahati,Couple Leisure,Priyanki Saikia,1st February 2021,1,na,1,1,1,1,1,Economy Class,1,1,Not Verified,The worst flight ever," The worst flight ever. Passengers are not even wearing masks & face shield and the attendants are not bothered. When asked they just replied saying cannot do anything about it. Top of that there is no PPE kit provided for the middle seat. But the air hostesses are wearing the kits. Does that mean passengers are not vulnerable to the virus but the staff are. Also, if you wanna do web check in for two people for two seat & keep it together, they are charging 800 bucks."
109,January 2021,Chennai to Guwahati,Family Leisure,Zahida Begum,29th January 2021,8,na,5,3,5,na,3,Economy Class,4,na,Trip Verified,We enjoyed the journey," Chennai to Guwahati. The staff was very friendly. We enjoyed the journey. They took care of us thoroughly. Although the food provided was not as per my taste, it was edible."
110,January 2021,Mumbai to Delhi,Business,Mridul Gehlot,27th January 2021,10,Boeing 737,5,5,5,na,5,Economy Class,4,na,Trip Verified,Crew members were very friendly and cheerful,Crew members were very friendly and cheerful. Special mention for one who was very positive and in spite of few eatables not in stock he managed to convince passengers and arrange some alternatives and addressed everyone with their name. It was very personalized experience as remembering everyone name after going through the passenger list is really exceptional.
111,January 2021,Delhi to Kolkata,Family Leisure,Daljit Saluja,23rd January 2021,10,na,5,5,5,1,5,Economy Class,5,na,Trip Verified,Stress-free Journey,Stress-free Journey. Aircraft was very clean and had a tasty pre booked meal. But please add coffee. Cabin crew were up to mark and we landed before schedule arrival.
112,January 2021,Nashik to Delhi,Solo Leisure,Shobhik Dutta,14th January 2021,9,na,5,5,5,na,5,Economy Class,5,na,Trip Verified,made the customers feel safe," Crew members made the customers feel safe. I would specially mentioned that Ms. Samridhi was a great cabin crew. She arranged for coffee for me, was courteous and professional. The food that they served was well managed. The flight was delayed for almost 1 hour. Great work guys. "
113,January 2021,Goa to Amritsar via Mumbai,Business,Jaideep Singh,12th January 2021,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,nothing is special on their flights,"I have travelled on many flights but SpiceJet was worst experience. They lack ethics, professionalism and most importantly they do not know how to talk to their customers. We were travelling from Goa to Mumbai and we arrived 50 mins prior to boarding and the queue was long, when our turn came they said we were late and they would not provide us with boarding passes. We pleaded with to them but their attitude was so rude. After pleading for 20 mins they gave us boarding passes because we had already done online check in. After all this drama I finally boarded the flight 15 mins early, if they haven’t made this an issue I would have boarded half an hour earlier. I really recommend to please learn hospitality from other airlines, I also travelled with Vistara, Indigo, GoAir and Air India, if their customers are late they actually look for you and make you board the flight without making it an issue. Then why not with SpiceJet, nothing is special on their flights. Timings of their flights are changing frequently without any prior information. "
114,December 2020,Chennai to Port Blair,Solo Leisure,Satyaprakash Singh Gurjar,4th January 2021,1,na,3,na,2,na,2,Economy Class,1,na,Trip Verified,It is a very bad airline," It is a very bad airline. I was going from chennai to port Blair on 26 Dec 2020. Before of it I had come from Delhi with spicejet flight. At Delhi airport, I had informed boarding staff that I am going to Port blair that time staff had permitted to go but at Chennai airport boarding staff stop me. They had not permitted me to go because I was not carrying RTPCR report. One day before at 1509 hrs on 25 Dec 2020 I got sms for RTPCR report. The result of RTPCR report take 24 hrs then how is it possible that I carry RTPCR report. And at Chennai airport boarding counter manager had told me that you will get full refund but now customer relation staff of Spicejet is not replying my mail also."
115,January 2021,Riyadh to Trivandrum,Solo Leisure,M Reddy,3rd January 2021,10,A340,5,4,5,4,4,Economy Class,5,4,Trip Verified,Good service and polite handling,"Good service and polite handling, felt comfortable. Was travelling from Riyadh to Trivandrum on SG9749, seated at 19d, crew were very helpful and excellent service by all. Thank you for good service."
116,December 2020,Dammam to Calicut,Family Leisure,Meetheen Mundeth Askhar,26th December 2020,4,na,3,2,4,na,3,Economy Class,2,na,Trip Verified,shouting us not to touch his bags!," I was travelling with my family Dammam - Calicut on 10 Dec 2020 by flight number SG9918 and we really enjoyed the trip during the full trip including the check in. However we would like to draw your attention to one of the bad incidents. Our seats were 3A and 3B and entered the flight almost at the end of the boarding process. We were trying to accommodate our hand baggage within the available space within the overhead compartment. In between one person occupying seat 1F started shouting us not to touch his bags! We were thinking that it is a crazy passenger but later on found from the crew that it is the captain of Spicejet. It was a shocking moment and we have never came across such an arrogant airline staff, whether national OR international carrier. We are not able to understand how can Spicejet afford such a bad person as your captain especially during this COVID season. We tried to complain to the crew but it was of no use since the captain is above all of them. "
117,December 2020,Dubai to Calicut,Family Leisure,F Elach,19th December 2020,1,na,1,na,1,na,1,Economy Class,1,1,Not Verified,Worst experience ever," Worst experience ever. I was travelling alone with my one year old daughter. I had planned to checkin my stroller and the hand luggages along with others since i was alone. I've done this with many other airlines in similar situations. However, today was a nightmare. Apparently i had to pay for checking in the above mentioned or carry them all with me. I was utterly shocked of the lady at the counter for behaving in such a rude way. She told me to open the stroller and take it back. So i had to carry the 7kg hand luggage of my baby, 7kg hand luggage of mine and my daughter with the stroller in my hand. And by the time I reached the plane i was truly exhausted. I had back ache and plane was hot. It had only paid food and the seating wasn't comfortable either. What is the point in paying for the infant if they don't have a seat, luggage allowance or food. The plane got delayed, I was starving and tired. And when I got off the plane the stroller wasn't there.  I had to wait for the stroller after I've received all my suitcases. So what was the point in making me suffer if it all went in the same plane. Worst experience ever. Never choosing this airline ever again."
118,December 2020,Bengaluru to Kolkata,Family Leisure,Abhishek Dey,12th December 2020,2,na,3,na,1,na,1,Economy Class,2,na,Trip Verified,Delay due to bad weather," Delay due to bad weather conditions. Flight was delayed by 2 hrs but attendant kept saying flight will depart in 5 mins. We were boarded into flight before time. With corona around we would have expected to have waited in airport, but here had to wait inside small aircraft"
119,December 2020,Chennai to Kolkata,Family Leisure,Parimal Santra,8th December 2020,1,na,na,na,na,na,na,Economy Class,1,na,Not Verified,No word to explain how unsatisfied I am, I booked the ticket but yet to fly. This would be my first Travel in spicejet. But suddenly got a message that the ticket has been changed to next day. That means 24hrs delay. They given 2 contact numbers but when I call those numbers it shows busy most of the time. When I able to connect it says Your call is important to us and waiting time is 60 min. Is this a joke!! So basically I needed to look for other options but unable to reach airlines. I don’t think airline can imagine the situation. No word to explain how unsatisfied I am.
120,December 2020,Bangalore to Delhi via Pune,Solo Leisure,N Garshan,5th December 2020,1,na,1,na,1,na,1,Economy Class,1,na,Trip Verified,I am not at all satisfied," This was my experience with SpiceJet and I am not at all satisfied with the services provided.  First of all booking page says that it's a non stop flight of duration of 4:20hrs but it's not. (BLR-DEL) Secondly return flight was of 4:20hrs (says non-stop) but it's not. It's via Pune and now the halt has been increased from 30min to 6hrs. There is no use of utilising flight as it's wasting my whole day with a halt of 6hrs. Now while cancelling this return ticket of around Rs 4.2K, te refund amount calculated is just Rs 572. So it's like I had money and I have wasted this with SpiceJet. Kindly review your service and enhance the customer service/booking interface or at least provide clarity to customers. Please don't lie. If there was an option to reveiew SpiceJet in negative, I would have done that without a second thought. "
121,November 2020,Dubai to Mumbai,Family Leisure,Simran Laungani,3rd December 2020,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,Beyond disappointed and disgusted," We were on SG 174 flying from Dubai to Mumbai on the 30th November, 2020. Our baggage didn’t arrive on the same flight! After harassing almost every single passenger on the plane to pay for excess baggage even if it was just 1 kg, SpiceJethas decided not to load baggage of over 34 passengers on that flight. After a lot of of harassmentand a duration of 4 days, we have received our bags today in the worst possible condition, and they’ve come in an auto rickshaw! ALL our locked bags were tampered with. Beyond disappointed and disgusted!"
122,November 2020,Pune to Kolkata via Bengaluru,Family Leisure,Raunak Bhivpathaki,30th November 2020,10,na,5,na,5,5,4,Economy Class,5,4,Not Verified,cabin crew were very professional and helpful," Bengaluru to Kolkata. Great Service and comfortable journey. The flight was on time. The cabin crew were very professional and helpful. Overall, a comfortable journey. Thank you SpiceJet. Will surely fly again."
123,November 2020,Delhi to Patna,Business,Saurabh Rai,29th November 2020,10,Boeing 737-800,5,5,5,5,5,Economy Class,5,5,Trip Verified,Excellent experience from ground to air,"Delhi to Patna with SpiceJet. Excellent experience from ground to air, everything was amazing , especially the crew members. Kudos to them. I booked smax and my boarding and everything was on priority."
124,November 2020,Mumbai to Coimbatore,Solo Leisure,R Marvalan,25th November 2020,9,na,5,5,5,na,5,Premium Economy,5,na,Trip Verified,very friendly and helpful, Got the opportunity to travel on Spicejet during the COVID pandemic. It was a great experience altogether even discounting the fact that I used their SpiceMax service. The cabin crew were very friendly and helpful. The process of boarding and deplaning were also conducted in a professional manner to avoid over crowding.
125,November 2020,Jabalpur to Delhi,Solo Leisure,S Vanran,21st November 2020,3,na,na,na,1,na,na,Economy Class,1,na,Trip Verified,not giving proper answers,"Jabalpur to Delhi. They are delaying the flight without giving any reason. We boarded bus for the flight than they asked us to step down and wait back inside without giving any explanation. Unprofessional attitude, staff has no idea how to handle situation and not giving any proper answers to satisfy the passengers who are waiting. Flight was 40 mins late arriving."
126,November 2020,Bengaluru to Goa,Family Leisure,Rishil Shah,21st November 2020,10,na,5,na,4,na,3,Economy Class,4,na,Not Verified,generous and well versed staff, Great inflight experience with generous and well versed staff. Leg room was disappointing but otherwise a wonderful journey throughout. Would recommend SpiceJet as a flight option to friends and colleagues.
127,November 2020,Amritsar to Mumbai via Delhi,Solo Leisure,Harjinder Singh,11th November 2020,1,ATR,3,1,2,1,2,Economy Class,1,1,Not Verified,Extremely frustrating and pathetic service, Extremely frustrating and pathetic service by SpiceJet. Booked flight from Amritsar to Mumbai via Delhi. At the last moment they changed the time and surprisingly laying off time was 16 hrs. Not even having the option to change flight or refund. Never ever had such a traumatic journey since I started travelling.
128,November 2020,Jammu to Delhi,Family Leisure,Mayank Kashkari,10th November 2020,9,Boeing 737-800,5,4,3,na,4,Economy Class,5,na,Trip Verified,I appreciated the service," I wanted to let you know how much I appreciated the service provided to me and my family by the crew staff below of SG 968 on 8 November. I know how much time and effort they invested to not only make us safe during these hard times, but also to ensure that all passenger's needs are addressed and fulfilled. These ladies need to be rewarded for their efforts as being at the forefront of all this requires a lot of courage. Once again thanking the bold and beautiful ladies for their service. "
129,November 2020,Mangalore to Mumbai,Solo Leisure,Grenville Vaz,6th November 2020,10,Boeing 747,5,5,5,5,4,Economy Class,5,5,Trip Verified,I never expected such care and warmth,"I would like to appreciate your Cabin Crew for her excellent hospitality and customer service on my trip from Mangalore to Mumbai. I booked a Spice Max ticket and I was offered a vegetarian meal. I asked her if I could exchange it with a non vegetarian meal. She apologized saying there was no non veg option on my ticket. However she tried her best to look if there was non available with her crew member at the back. Unfortunately there was not. She came back to me and offered a few munchies for which I denied. What really impressed me was, she truly was concerned about me being hungry and she offered me her meal saying sir I can offer you my meal, please have it. This gesture of hers made my day. I never expected such care and warmth, she was very grounded and so real, not like she was doing her job. I was treated like a guest and not a mere passenger, she was kind and kept checking if I was really okay, I was truly moved. This was one of my best experiences of customer service in India. "
130,November 2020,Patna to Chennai,Solo Leisure,Siddhartha Ghosh,5th November 2020,10,na,5,5,5,5,5,Economy Class,5,5,Not Verified,SpiceJet customer review," SpiceJet had excellent flight attendants. They were extremely courteous to me and my family, the cleanliness and everything were in proper shape. The flight took off and landed in time. The flight attendant even managed some hot beverages on my request for me and my family. Thank you SpiceJet."
131,November 2020,Mumbai to Durgapur,Solo Leisure,S Mahin,4th November 2020,9,Boeing 737-700,5,4,5,na,4,Economy Class,5,3,Trip Verified,Excellent service provided, Excellent service provided by Mohini & her team. Them took very good care of all passengers. Covid -19 measures/precaution were also taken by the staff in air as well as on ground.
132,November 2020,Chennai to Kochi,Business,Unnikrishnan Nair,4th November 2020,10,Q400,4,na,5,na,4,Economy Class,5,na,Trip Verified,Thanks to the empathetic team, Today the take off of my flight from Chennai to Kochi scheduled at 8.25 was delayed for 1 hour 40 minutes due to bad weather. I landed at Cochin Airport at 11.45am. According to plans I was to reach home in 10.30 am and take part in an important on-line international meeting from 11.30.  I conveyed my difficulty to Spicejet officials at the Airport who quickly swung in to action. They contacted the Airport authority and quickly managed a good comfortable and sound proof place for me to switch on the system and engage in the meeting. I could make the presentation well in time. Thanks to the empathetic team who understood the crux of the situation and extended valuable timely help. A
133,October 2020,Kolkata to Bagdogra,Solo Leisure,Tanmoy Adhikari,3rd November 2020,10,Q-400,5,na,5,na,5,Economy Class,5,na,Trip Verified,well trained and professional Crew, Very well trained and professional Crew. Flight was hosted with two capable and highly professional set of crews Miss Disha and Miss Mary.  Water is not served in a organised manner and some passengers are left. But here distribution was organised. The night before boarding the Flight at CCU I had a minor Fracture a in my ankle so i had removed the shoes during sitting as it was very Painful. After Landing staff assisted me to tie my bandages around and wear my shoes. She wore a Pair of Gloves sprayed sanitisers on the shoes and helped me tie the laces. Social distancing was maintained in the Flight. Prior to this I had a bad experience with Spicejet that was in 2019. After that I never choose Spicejet. Due to some condition I had to choose spicejet. After this recent flight I can feel the difference clearly that spicejet has kept professional crews on board.
134,October 2020,Kozhikode to Dubai,Solo Leisure,Jereena Babu Vanpuzha,3rd November 2020,10,na,5,5,5,5,5,Economy Class,5,5,Trip Verified,I was so pleased with the hospitality that the aircrew exhibited,"I am a traveler who took the flight SG140 from Calicut to Dubai. I had to draft this mail because I was so pleased with the hospitality that the aircrew exhibited. The air hosts and air hostesses were very kind and pleasant in their communication with passengers. Also to note was how they kept the washroom sanitized after every five passengers had accessed it. I personally had a very bad headache that day and they helped me overcome that by providing excellent service. They were very polite (although I know it is their job). The steward was very kind to first ask me if I had taken food before getting me a pill and lukewarm water (this matters because medicines have to be taken after food and with lukewarm water and not every flight steward/stewardess bothers to make sure if the passenger has eaten something and if the temperature of the water is right). After this, the stewardess approached me a second time to enquire if I was doing okay and if I needed something which I thought was a very sweet and generous gesture from their side and I was so satisfied and happy because I had never received that kind of treatment on any flight before. I know it is the job of an air host/hostess to attend to the passengers, but to date, on every flight I've been to, none of them have come back to enquire about my health after attending to me once. This gesture, even though it was small, made me feel so contented and I'm pleased to have had the chance to be a passenger on board this flight. Thank you SpiceJet and thank you cabin crew of SG140."
